Draw No,Draw Date,Ball 1,Ball 2,Ball 3,Ball 4,Ball 5,Powerball,Div1,Div2,Div3,Div4,Div5,Div6,Div7,Div8,Div1 No Win,Div2 No Win,Div3 No Win,Div4 No Win,Div5 No Win,Div6 No Win,Div7 No Win,Div8 No Win,Prize Payable,Rollover,Rollover Count,Next Estimated Jackpot,Next Guaranteed Jackpot,Total Sales,Draw Machine,Ball Set,Powerball Draw Machine,Powerbal Ball Set,Gauteng Winners,Western Cape Winners,Northern Cape Winners,Eastern Cape Winners,Mpumalanga Winners,Limpopo Winners,Freestate Winners,KZN Winners,North West Winners
263,11/05/2012,6,7,17,20,23,17,0,259254,14003,359,375,17,19,12,0,3,39,578,1133,23051,14108,60732,3344959,15464392,7,17000000,0,12965949,Mapula,P9,Suikerbossie,PB3,0,0,0,0,0,0,0,0,0
262,08/05/2012,4,9,10,16,20,4,0,183464,10516,265,272,15,15,10,0,4,49,737,1474,25409,16625,67739,3153273,13009713,6,15000000,0,12234057,Mapula,P8,Suikerbossie,PB6,0,0,0,0,0,0,0,0,0
261,04/05/2012,1,6,16,34,40,18,0,271705,21198,492,481,21,23,13,0,3,27,442,928,19926,11800,58896,3506787,10693652,5,13000000,0,13588662,Mapula,P10,Suikerbossie,PB2,0,0,0,0,0,0,0,0,0
260,01/05/2012,12,17,24,30,36,14,0,300247,13601,288,326,17,17,10,0,2,31,555,1008,17990,12214,55767,2581711,8121115,4,11000000,0,10010745,Ndyebokazi,P10,Khensani,PB5,0,0,0,0,0,0,0,0,0
259,27/04/2012,4,6,12,23,38,18,0,662027,17879,318,409,16,20,12,0,1,26,555,885,21101,11288,49828,2826648,6225931,3,9000000,0,11036546,Mapula,P10,Suikerbossie,PB3,0,0,0,0,0,0,0,0,0
258,24/04/2012,3,5,22,31,45,5,0,0,42043,448,373,19,16,10,0,0,25,368,905,16681,12992,55319,2631505,4136547,2,7000000,0,10294084,Mapula,P3,Suikerbossie,PB8,0,0,0,0,0,0,0,0,0
257,20/04/2012,13,20,24,25,29,11,0,346593,18720,349,391,17,18,10,0,2,26,529,970,20508,12752,61190,2933869,2187722,1,5000000,0,11555992,Ndyebokazi,P1,Khensani,PB4,0,0,0,0,0,0,0,0,0
256,17/04/2012,14,15,29,30,34,7,2034954,161195,14148,415,304,18,14,8,1,4,32,414,1161,17710,15878,73656,4787544,0,0,3000000,0,10749042,Ndyebokazi,P6,Khensani,PB1,1,0,0,0,0,0,0,0,0
255,13/04/2012,2,9,23,43,44,17,19978096,857295,28665,485,489,20,21,12,1,1,21,472,960,21327,13684,65243,23632536,0,0,3000000,0,14291837,Mapula,P8,Suikerbossie,PB2,1,0,0,0,0,0,0,0,0
254,10/04/2012,13,28,30,41,43,11,0,212834,19283,351,407,18,19,11,0,4,31,646,1143,24196,15107,71731,3652658,17272437,7,20000000,0,14192545,Ndyebokazi,P2,Khensani,PB8,0,0,0,0,0,0,0,0,0
253,03/04/2012,4,11,12,17,42,15,0,809008,24698,381,383,16,18,11,0,1,23,566,1154,26151,15177,69840,3494532,14565575,6,18000000,0,13468851,Mapula,P7,Suikerbossie,PB7,0,0,0,0,0,0,0,0,0
252,30/03/2012,3,5,10,18,39,18,0,443070,20071,440,416,18,20,12,0,2,31,537,1164,25041,14973,67282,3786427,12032312,5,14000000,0,14772716,Mapula,P6,Suikerbossie,PB7,0,0,0,0,0,0,0,0,0
251,27/03/2012,8,11,23,44,45,2,0,373477,22804,365,352,16,18,10,0,2,23,546,1162,22903,14104,66425,3164330,9235615,4,11000000,0,12452349,Ndyebokazi,P3,Khensani,PB1,0,0,0,0,0,0,0,0,0
250,23/03/2012,6,15,23,39,45,19,0,773144,11310,354,409,18,20,12,0,1,48,583,1033,21279,12805,60813,3313781,6878198,3,9000000,0,12888960,Mapula,P7,Suikerbossie,PB6,0,0,0,0,0,0,0,0,0
249,20/03/2012,9,14,21,28,44,12,0,0,30724,287,328,15,16,10,0,0,36,603,1082,21565,13285,60050,2770556,4438125,2,8000000,0,10832892,Ndyebokazi,P9,Khensani,PB5,0,0,0,0,0,0,0,0,0
248,16/03/2012,14,18,37,41,44,3,0,0,53648,365,400,18,19,11,0,0,24,552,1035,20796,13138,64560,3237142,2387296,1,6000000,0,12610181,Mapula,P7,Suikerbossie,PB6,0,0,0,0,0,0,0,0,0
247,13/03/2012,3,6,26,32,37,4,7037105,699500,23389,443,462,21,18,10,1,1,21,421,828,16944,12766,62795,10010375,0,0,3000000,0,11661265,Ndyebokazi,P6,Khensani,PB8,1,0,0,0,0,0,0,0,0
246,09/03/2012,2,21,22,29,40,11,0,262137,22088,512,404,20,17,10,0,3,25,410,1066,20200,15239,71680,3359058,4829453,2,9000000,0,13110163,Ndyebokazi,P8,Khensani,PB7,0,0,0,0,0,0,0,0,0
245,06/03/2012,1,35,36,37,45,7,0,371906,16321,459,364,21,16,8,0,2,32,432,1116,18292,15906,84962,3188920,2347502,1,6000000,0,12399982,Ndyebokazi,P4,Khensani,PB3,0,0,0,0,0,0,0,0,0
244,02/03/2012,13,24,41,43,45,19,14657586,300831,26404,397,386,17,20,12,1,3,24,606,1279,26736,15019,71100,18536143,0,0,3000000,0,15045324,Mapula,P5,Suikerbossie,PB3,1,0,0,0,0,0,0,0,0
243,28/02/2012,16,24,26,32,45,1,0,201105,15266,310,433,17,22,12,0,4,37,691,1017,24173,12411,59750,3424816,11809281,5,14000000,0,13410418,Ndyebokazi,P1,Khensani,PB4,0,0,0,0,0,0,0,0,0
242,24/02/2012,17,21,26,40,45,15,0,418050,21744,412,407,19,19,11,0,2,27,541,1125,22122,14761,70076,3575568,9270488,4,12000000,0,13938491,Mapula,P2,Suikerbossie,PB2,0,0,0,0,0,0,0,0,0
241,21/02/2012,25,27,28,32,43,18,0,167644,39238,467,421,20,20,12,0,4,12,383,871,17276,11338,53206,2897736,6631722,3,10000000,0,11179112,Mapula,P2,Suikerbossie,PB5,0,0,0,0,0,0,0,0,0
240,17/02/2012,8,26,31,38,45,7,0,764440,19880,454,328,19,15,8,0,1,27,449,1276,20443,17283,86509,3263308,4515349,2,9000000,0,12743867,Ndyebokazi,P5,Khensani,PB2,0,0,0,0,0,0,0,0,0
239,14/02/2012,20,30,31,32,44,17,0,166565,21265,366,391,17,20,12,0,4,22,486,933,19329,11293,51013,2843378,2102743,1,6000000,0,11107117,Ndyebokazi,P4,Khensani,PB4,0,0,0,0,0,0,0,0,0
238,10/02/2012,6,19,23,29,35,3,4910191,203295,12412,245,314,15,17,11,1,4,46,886,1415,27169,15902,70332,8407224,0,0,3000000,0,13556441,Ndyebokazi,P3,Khensani,PB1,1,0,0,0,0,0,0,0,0
237,07/02/2012,2,11,14,38,45,13,0,247541,21727,471,356,19,16,9,0,3,24,421,1141,19991,15232,74004,3158135,2343754,1,6000000,0,12380182,Ndyebokazi,P5,Khensani,PB4,0,0,0,0,0,0,0,0,0
236,03/02/2012,7,9,14,15,43,15,8146104,901182,23436,424,405,19,19,11,1,1,27,567,1217,24540,16216,78710,12053525,0,0,3000000,0,15023456,Mapula,P4,Suikerbossie,PB5,1,0,0,0,0,0,0,0,0
235,31/01/2012,12,15,25,32,41,15,0,811249,15823,342,349,17,18,11,0,1,36,632,1271,24433,15100,69196,3488917,5301939,2,9000000,0,13524203,Mapula,P1,Suikerbossie,PB3,0,0,0,0,0,0,0,0,0
234,27/01/2012,2,7,28,36,39,5,0,289561,27725,446,430,19,17,11,0,3,22,520,1106,22696,16797,69833,3671069,2741604,1,6000000,0,14481708,Mapula,P4,Suikerbossie,PB5,0,0,0,0,0,0,0,0,0
233,24/01/2012,4,7,11,26,36,5,9957384,192027,9806,207,285,13,17,10,2,4,55,990,1472,29597,15553,67886,23174678,0,0,3000000,0,12805026,Mapula,P3,Suikerbossie,PB4,2,0,0,0,0,0,0,0,0
232,20/01/2012,10,15,22,29,35,18,0,142072,13919,254,373,15,20,12,0,6,43,896,1250,28744,14691,66030,3662123,17490584,7,18000000,0,14210819,Mapula,P2,Suikerbossie,PB3,0,0,0,0,0,0,0,0,0
231,17/01/2012,13,19,26,43,45,9,0,127547,16792,345,320,17,15,9,0,6,32,592,1306,22624,16779,74512,3231687,14800263,6,15000000,0,12757983,Ndyebokazi,P5,Khensani,PB4,0,0,0,0,0,0,0,0,0
230,13/01/2012,15,20,23,25,40,10,0,292970,8816,381,276,18,15,9,0,3,70,616,1738,25175,20003,88427,3759452,12384986,5,14000000,0,14652197,Ndyebokazi,P4,Khensani,PB1,0,0,0,0,0,0,0,0,0
229,10/01/2012,18,20,24,26,40,13,0,377766,20404,417,406,20,17,9,0,2,26,483,1018,19492,15220,73919,3214606,9611105,4,12000000,0,12595380,Ndyebokazi,P1,Khensani,PB4,0,0,0,0,0,0,0,0,0
228,06/01/2012,1,21,29,32,34,20,0,201565,37742,479,436,20,21,11,0,4,15,449,1012,20096,13128,65398,3425679,7226611,3,10000000,0,13441074,Ndyebokazi,P2,Khensani,PB3,0,0,0,0,0,0,0,0,0
227,03/01/2012,3,5,8,17,41,6,0,167050,16756,387,364,17,17,11,0,4,28,461,1004,19826,13540,56486,2869799,4682014,2,8000000,0,11139478,Mapula,P5,Suikerbossie,PB2,0,0,0,0,0,0,0,0,0
226,30/12/2011,11,15,20,33,37,16,0,203827,26022,297,405,16,19,12,0,4,22,733,1100,26151,14138,63796,3503583,2573143,1,5000000,0,13591865,Ndyebokazi,P3,Khensani,PB4,0,0,0,0,0,0,0,0,0
225,27/12/2011,10,12,17,24,26,3,14968166,610204,23803,350,338,17,17,11,1,1,18,465,988,18571,11755,52885,17600795,0,0,3000000,0,10172617,Ndyebokazi,P1,Khensani,PB5,1,0,0,0,0,0,0,0,0
224,23/12/2011,7,13,21,22,40,20,0,306873,20852,397,385,17,17,10,0,3,31,619,1309,26699,17915,83190,3907077,13042337,5,16000000,0,15347521,Mapula,P4,Suikerbossie,PB1,0,0,0,0,0,0,0,0,0
223,20/12/2011,20,21,25,37,40,5,0,853386,15364,430,377,18,18,11,0,1,39,529,1238,24294,15996,71971,3663679,10136821,4,14000000,0,14226660,Mapula,P5,Suikerbossie,PB3,0,0,0,0,0,0,0,0,0
222,16/12/2011,14,26,28,33,45,11,0,765793,21508,432,395,18,18,11,0,1,25,473,1061,21703,14163,65188,3289580,7443501,3,12000000,0,12766411,Ndyebokazi,P2,Khensani,PB2,0,0,0,0,0,0,0,0,0
221,13/12/2011,14,16,22,32,35,13,0,152596,17282,397,339,19,15,9,0,5,31,512,1232,20382,16630,77545,3254247,5026628,2,9000000,0,12719525,Mapula,P4,Suikerbossie,PB1,0,0,0,0,0,0,0,0,0
220,09/12/2011,1,3,18,36,37,11,0,414860,34271,421,377,17,18,10,0,2,17,526,1205,24404,15591,75144,3535004,2618631,1,6000000,0,13832140,Ndyebokazi,P5,Khensani,PB3,0,0,0,0,0,0,0,0,0
219,06/12/2011,6,15,16,28,41,1,16224070,438686,20535,434,510,20,22,12,1,2,30,539,942,22629,13510,66875,19984138,0,0,3000000,0,14626556,Ndyebokazi,P4,Khensani,PB2,0,0,0,0,0,0,0,1,0
218,02/12/2011,5,6,25,38,40,16,0,323080,32408,541,487,22,22,12,0,3,21,478,1088,22089,15261,77097,4185126,13455044,5,15000000,0,16158068,Mapula,P2,Suikerbossie,PB3,0,0,0,0,0,0,0,0,0
217,29/11/2011,12,27,28,32,34,5,0,0,97278,394,428,18,19,11,0,0,15,581,1096,24299,15215,71987,3675496,10396079,4,12000000,0,14290930,Ndyebokazi,P3,Khensani,PB1,0,0,0,0,0,0,0,0,0
216,25/11/2011,23,26,29,41,44,14,0,183037,19473,377,368,19,18,11,0,5,33,647,1360,24355,17534,79393,3953873,7690591,3,11000000,0,15256920,Ndyebokazi,P3,Khensani,PB4,0,0,0,0,0,0,0,0,0
215,22/11/2011,5,24,29,34,44,18,0,178907,16749,340,420,18,21,12,0,4,30,562,931,19810,11515,54440,3051873,4802228,2,9000000,0,11930124,Mapula,P1,Suikerbossie,PB2,0,0,0,0,0,0,0,0,0
214,18/11/2011,9,24,36,37,45,14,0,0,34297,191,406,16,19,11,0,0,40,1123,1085,24816,14600,70077,3472186,2543676,1,6000000,0,13436213,Ndyebokazi,P1,Khensani,PB1,0,0,0,0,0,0,0,0,0
213,15/11/2011,8,18,30,38,44,5,1238744,392499,17225,320,391,18,19,11,2,2,32,655,1099,22438,14207,66977,5863559,0,0,3000000,0,13086598,Mapula,P5,Suikerbossie,PB5,0,0,0,0,0,0,0,2,0
212,11/11/2011,1,6,7,10,35,14,5648665,134366,15359,340,348,16,16,10,1,7,43,737,1477,29623,19328,89904,9696496,0,0,3000000,0,15680010,Mapula,P4,Suikerbossie,PB1,0,0,0,0,0,0,0,1,0
211,08/11/2011,8,10,11,15,45,20,0,424615,12423,291,275,14,15,10,0,2,48,779,1689,30251,19064,75029,3596462,2680203,1,6000000,0,14157377,Mapula,P3,Suikerbossie,PB3,0,0,0,0,0,0,0,0,0
210,04/11/2011,9,25,31,34,42,10,42255928,295736,20765,442,389,21,17,9,1,5,50,893,2078,35552,28943,145271,48521968,0,0,3000000,0,24650846,Ndyebokazi,P5,Khensani,PB5,0,0,0,0,0,0,0,1,0
209,01/11/2011,13,23,34,39,43,7,0,192033,14748,328,281,18,14,8,0,7,64,1094,2617,38023,31491,148682,5697056,37589153,12,42000000,0,22409548,Mapula,P2,Suikerbossie,PB1,0,0,0,0,0,0,0,0,0
208,28/10/2011,3,15,36,37,41,6,0,392814,21775,485,401,20,18,10,0,3,38,648,1606,29595,22120,108818,5042418,33346689,11,38000000,0,19645650,Mapula,P1,Suikerbossie,PB2,0,0,0,0,0,0,0,0,0
207,25/10/2011,11,12,20,35,38,1,0,469648,24427,368,425,16,20,12,0,2,27,680,1210,29115,15665,73129,4020003,29627473,10,34000000,0,15658856,Ndyebokazi,P5,Khensani,PB4,0,0,0,0,0,0,0,0,0
206,21/10/2011,2,16,23,39,42,9,0,475245,31781,515,445,22,19,10,0,2,21,492,1168,21927,17221,87698,4077604,26663017,9,30000000,0,15845462,Ndyebokazi,P5,Khensani,PB4,0,0,0,0,0,0,0,0,0
205,18/10/2011,2,8,12,15,32,13,0,437507,22756,344,360,17,17,10,0,2,27,678,1331,25714,17722,82754,3767770,23663233,8,27000000,0,14587244,Mapula,P2,Suikerbossie,PB2,0,0,0,0,0,0,0,0,0
204,14/10/2011,15,20,21,31,35,5,0,246723,17324,348,339,16,17,11,0,4,40,756,1593,30902,19655,84797,4244301,20901649,7,24000000,0,16452355,Ndyebokazi,P3,Khensani,PB3,0,0,0,0,0,0,0,0,0
203,11/10/2011,8,10,24,39,43,8,0,295010,20046,416,297,20,14,8,0,3,31,568,1628,22020,21759,96163,3740590,17786971,6,21000000,0,14754211,Ndyebokazi,P1,Khensani,PB5,0,0,0,0,0,0,0,0,0
202,07/10/2011,33,36,38,40,44,4,0,83258,11890,271,415,19,20,11,0,12,59,981,1318,26675,17029,82247,4265549,14993778,5,18000000,0,16655796,Mapula,P5,Suikerbossie,PB1,0,0,0,0,0,0,0,0,0
201,04/10/2011,8,10,26,40,42,4,0,322614,18877,397,355,19,17,10,0,3,36,650,1493,25683,18970,85261,4098556,11840586,4,15000000,0,16134758,Mapula,P4,Suikerbossie,PB2,0,0,0,0,0,0,0,0,0
200,30/09/2011,11,21,24,28,35,17,0,991709,16984,287,372,15,19,11,0,1,41,920,1457,33455,17426,81022,4218258,8786034,3,12000000,0,16532621,Ndyebokazi,P3,Khensani,PB3,0,0,0,0,0,0,0,0,0
199,27/09/2011,1,7,8,22,40,18,0,219354,19253,379,448,17,21,12,0,4,32,618,1071,25577,14091,66739,3739130,5656161,2,9000000,0,14627273,Mapula,P1,Suikerbossie,PB1,0,0,0,0,0,0,0,0,0
198,23/09/2011,5,22,24,25,27,5,0,304917,10705,366,314,17,17,10,0,3,60,666,1594,26459,18642,81247,3880510,2886998,1,6000000,0,15249710,Mapula,P4,Suikerbossie,PB3,0,0,0,0,0,0,0,0,0
197,20/09/2011,8,10,23,31,38,8,8395464,848736,13859,420,299,19,14,8,1,1,43,539,1554,22554,20836,94712,12009089,0,0,3000000,0,14149138,Ndyebokazi,P3,Khensani,PB5,0,0,0,0,0,0,0,1,0
196,16/09/2011,2,3,4,28,38,20,0,191695,29261,449,419,17,21,12,0,5,23,569,1251,28989,15512,75892,4140397,5716820,2,9000000,0,15978655,Mapula,P1,Suikerbossie,PB4,0,0,0,0,0,0,0,0,0
195,13/09/2011,5,11,17,28,44,20,0,213227,14607,237,354,14,18,11,0,4,41,960,1316,30093,16170,72781,3658132,2691821,1,6000000,0,14218743,Ndyebokazi,P2,Khensani,PB3,0,0,0,0,0,0,0,0,0
194,09/09/2011,10,18,23,36,40,4,3301766,149453,17490,381,382,18,18,10,1,7,42,732,1497,29634,19883,95151,7776079,0,0,3000000,0,17440598,Mapula,P3,Suikerbossie,PB1,0,0,0,0,0,0,0,1,0
193,06/09/2011,1,2,5,30,40,3,27370193,257745,20488,371,323,16,18,11,2,6,53,1112,2622,50098,28805,132309,61407635,0,0,3000000,0,25781021,Mapula,P4,Suikerbossie,PB5,0,0,0,0,0,0,0,2,0
192,02/09/2011,15,25,34,43,45,1,0,186267,26829,395,423,18,21,12,0,8,39,1005,1928,42509,24409,114801,6404349,49859652,15,55000000,0,24841820,Ndyebokazi,P3,Khensani,PB4,0,0,0,0,0,0,0,0,0
191,30/08/2011,4,5,19,37,38,15,0,141505,21811,417,396,18,18,11,0,9,41,814,1760,35410,24468,110004,5492042,45156723,14,48000000,0,21231185,Ndyebokazi,P5,Khensani,PB2,0,0,0,0,0,0,0,0,0
190,26/08/2011,10,18,20,36,39,13,0,355166,16907,396,323,18,16,10,0,4,59,956,2402,40807,30067,133827,6126467,41137341,13,45000000,0,23683684,Ndyebokazi,P1,Khensani,PB3,0,0,0,0,0,0,0,0,0
189,23/08/2011,4,17,20,22,31,13,0,175743,16095,365,318,16,15,9,0,6,46,770,1814,32686,22845,106742,4479059,36653664,12,43000000,0,17578722,Ndyebokazi,P2,Khensani,PB2,0,0,0,0,0,0,0,0,0
188,19/08/2011,5,14,19,21,28,11,0,183220,15753,279,308,14,16,10,0,6,49,1052,1952,39664,22964,102392,4712581,33325749,11,38000000,0,18326588,Ndyebokazi,P4,Khensani,PB5,0,0,0,0,0,0,0,0,0
187,16/08/2011,3,10,16,21,22,9,0,121781,16374,366,340,17,15,9,0,9,47,799,1763,32333,23942,109150,4648602,29856251,10,33000000,0,18271767,Mapula,P5,Suikerbossie,PB3,0,0,0,0,0,0,0,0,0
186,12/08/2011,2,8,39,41,43,16,0,1001057,25104,505,453,21,20,11,0,1,28,529,1209,24503,16892,80710,4259004,26397131,9,30000000,0,16688462,Mapula,P1,Suikerbossie,PB4,0,0,0,0,0,0,0,1,0
185,09/08/2011,31,37,38,43,45,15,0,83895,19636,378,376,20,18,11,0,9,27,533,1099,19156,14027,64465,3244646,23237755,8,26000000,0,12587424,Mapula,P4,Suikerbossie,PB2,0,0,0,0,0,0,0,0,0
184,05/08/2011,5,9,10,21,44,10,0,524086,15333,335,267,16,14,9,0,2,48,834,2149,33467,25246,108563,4503312,20854766,7,23000000,0,17473928,Mapula,P3,Suikerbossie,PB2,0,0,0,0,0,0,0,0,0
183,02/08/2011,3,9,16,27,31,13,0,0,49477,335,343,17,17,10,0,0,33,764,1530,28239,19126,88302,4101696,17546690,6,20000000,0,15990866,Ndyebokazi,P2,Khensani,PB5,0,0,0,0,0,0,0,0,0
182,29/07/2011,7,12,23,40,42,2,0,173849,18780,376,418,18,19,11,0,6,39,740,1364,29484,18613,87945,4475660,14519379,5,17000000,0,17389274,Ndyebokazi,P5,Khensani,PB3,0,0,0,0,0,0,0,0,0
181,26/07/2011,18,26,28,34,36,3,0,221204,18273,297,387,16,18,11,0,4,34,794,1250,27706,16431,75507,3795297,11227328,4,15000000,0,14750659,Mapula,P3,Suikerbossie,PB1,0,0,0,0,0,0,0,0,0
180,22/07/2011,13,22,25,26,35,13,0,301373,10580,353,272,17,14,9,0,3,60,684,1819,27162,21138,91192,3853553,8434807,3,12000000,0,15072442,Mapula,P2,Suikerbossie,PB4,0,0,0,0,0,0,0,0,0
179,19/07/2011,2,14,15,18,29,20,0,118179,20745,306,369,16,18,11,0,7,28,722,1226,25909,15211,70646,3546887,5581368,2,9000000,0,13791081,Mapula,P4,Suikerbossie,PB3,0,0,0,0,0,0,0,0,0
178,15/07/2011,9,16,19,24,28,19,0,156869,15369,359,365,17,18,11,0,6,43,700,1409,27798,17802,79579,4036037,2970504,1,6000000,0,15690832,Ndyebokazi,P1,Khensani,PB5,0,0,0,0,0,0,0,0,0
177,12/07/2011,10,16,28,34,45,6,35206645,144322,16214,300,356,17,18,10,1,8,50,1026,1773,35061,21866,101339,40113924,0,0,3000000,0,19247774,Ndyebokazi,P5,Khensani,PB4,0,0,0,0,0,0,0,1,0
176,08/07/2011,5,22,30,32,33,18,0,533030,25812,448,436,18,21,12,0,2,29,635,1337,29914,16967,80832,4546763,31562753,10,35000000,0,17772121,Mapula,P3,Suikerbossie,PB1,0,0,0,0,0,0,0,0,0
175,05/07/2011,2,30,31,34,42,5,0,333363,29259,581,475,22,20,11,0,3,24,459,1151,23223,16959,86210,4314105,28198224,9,31000000,0,16672320,Mapula,P1,Suikerbossie,PB5,0,0,0,0,0,0,0,0,0
174,01/07/2011,2,9,31,35,37,4,0,375626,30433,542,481,22,20,11,0,3,26,555,1281,26541,19215,96444,4864193,25041903,8,27000000,0,18786015,Mapula,P5,Suikerbossie,PB3,0,0,0,0,0,0,0,0,0
173,28/06/2011,2,16,25,37,41,12,0,203419,20405,431,421,21,20,11,0,5,35,629,1323,24656,17080,85836,4362924,21485429,7,24000000,0,16955841,Mapula,P2,Suikerbossie,PB1,0,0,0,0,0,0,0,0,0
172,24/06/2011,6,18,28,31,36,20,0,209688,19897,320,398,16,19,11,0,5,37,873,1441,33474,18811,89700,4517200,18275434,6,20500000,0,17478394,Ndyebokazi,P1,Khensani,PB3,0,0,0,0,0,0,0,0,0
171,21/06/2011,2,8,28,30,35,13,0,296245,24001,472,346,19,16,9,0,3,26,502,1403,23466,18749,88117,3774034,14966512,5,18000000,0,14816004,Mapula,P5,Suikerbossie,PB5,0,0,0,0,0,0,0,0,0
170,17/06/2011,15,23,33,44,45,6,0,489632,19646,396,401,17,18,11,0,2,35,659,1337,28420,18195,83511,4193246,12161620,4,15000000,0,16325162,Ndyebokazi,P5,Khensani,PB3,0,0,0,0,0,0,0,0,0
169,14/06/2011,11,16,34,39,40,11,0,904134,21891,497,379,21,18,10,0,1,29,485,1304,21681,16885,82498,3858445,9071022,3,12000000,0,15072683,Ndyebokazi,P2,Khensani,PB4,0,0,0,0,0,0,0,0,0
168,10/06/2011,13,24,26,30,42,16,0,203526,18804,347,455,18,22,12,0,5,38,781,1223,28401,15909,76105,4334130,6217537,2,9000000,0,16964815,Ndyebokazi,P4,Khensani,PB2,0,0,0,0,0,0,0,0,0
167,07/06/2011,10,16,24,32,35,7,0,317470,17147,372,294,18,15,8,0,3,39,682,1769,26955,21701,108238,4071542,3005843,1,6000000,0,15877470,Mapula,P2,Suikerbossie,PB2,0,0,0,0,0,0,0,0,0
166,03/06/2011,6,30,31,33,36,16,102016595,452474,23978,434,431,19,20,11,1,8,106,2224,4590,96298,61537,290519,117377672,0,0,3000000,0,60345061,Ndyebokazi,P3,Khensani,PB1,0,0,0,0,0,1,0,0,0
165,31/05/2011,7,8,13,33,35,17,0,272351,25688,415,432,18,20,12,0,9,67,1575,3103,69054,42182,192029,10557336,90592370,24,100000000,0,40862885,Ndyebokazi,P1,Khensani,PB2,0,0,0,0,0,0,0,0,0
164,27/05/2011,7,16,22,34,45,17,0,275379,23088,357,440,18,21,12,0,8,67,1644,2736,61455,36126,171927,9468636,82856413,23,90000000,0,36726473,Mapula,P5,Suikerbossie,PB4,0,0,0,0,0,0,0,0,0
163,24/05/2011,13,16,21,41,45,18,0,350260,26164,408,441,18,21,12,0,5,47,1145,2173,50040,28624,131827,7490209,75903541,22,80000000,0,29195652,Mapula,P3,Suikerbossie,PB5,0,0,0,0,0,0,0,0,0
162,20/05/2011,3,7,10,31,42,6,0,141291,20152,397,399,18,19,11,0,13,64,1235,2518,52024,33088,158839,7933821,70376366,21,75000000,0,30620919,Mapula,P2,Suikerbossie,PB4,0,0,0,0,0,0,0,0,0
161,17/05/2011,13,16,24,26,27,10,0,255863,18585,381,339,18,16,10,0,6,58,1075,2474,43603,32002,146909,6627345,64579367,20,70000000,0,25592738,Ndyebokazi,P1,Khensani,PB1,0,0,0,0,0,0,0,0,0
160,13/05/2011,4,10,11,32,38,6,0,879285,20929,466,397,20,17,10,0,2,59,1006,2424,45526,34535,161657,7538690,59734277,19,65000000,0,29316857,Mapula,P5,Suikerbossie,PB5,0,0,0,0,0,0,0,0,0
159,10/05/2011,1,17,31,41,43,1,0,271740,16449,414,336,19,19,11,0,5,58,876,2212,36200,24447,111099,5793020,54184157,18,65000000,0,22650666,Mapula,P2,Suikerbossie,PB4,0,0,0,0,0,0,0,0,0
158,06/05/2011,4,9,20,38,45,2,0,273010,19561,369,399,18,19,11,0,5,49,987,1869,39384,24813,112461,5850903,49896046,17,60000000,0,22756601,Ndyebokazi,P1,Khensani,PB2,0,0,0,0,0,0,0,0,0
157,03/05/2011,8,10,11,33,34,17,0,185728,19562,407,425,18,20,12,0,6,40,731,1433,31329,18883,86704,4785420,45589880,16,55000000,0,18577506,Mapula,P4,Suikerbossie,PB3,0,0,0,0,0,0,0,0,0
156,29/04/2011,1,15,39,41,45,7,0,411094,22788,420,371,20,17,9,0,3,38,783,1816,31726,24869,127379,5305526,42070879,15,50000000,0,20559843,Mapula,P4,Suikerbossie,PB1,0,0,0,0,0,0,0,0,0
155,26/04/2011,12,16,25,37,45,7,0,208008,21374,361,291,18,14,8,0,6,41,922,2346,34995,30387,144238,5349142,38178592,14,46000000,0,20806061,Ndyebokazi,P3,Khensani,PB3,0,0,0,0,0,0,0,0,0
154,19/04/2011,8,14,15,16,38,2,0,242173,20611,411,395,19,19,11,0,4,33,629,1342,25798,17460,81752,4158638,34239693,13,43000000,0,16148954,Ndyebokazi,P4,Khensani,PB3,0,0,0,0,0,0,0,0,0
153,15/04/2011,8,15,18,25,37,5,0,494106,19274,371,317,17,16,10,0,2,36,711,1703,28679,21074,91052,4220955,31182453,12,38000000,0,16474349,Mapula,P5,Suikerbossie,PB4,0,0,0,0,0,0,0,0,0
152,12/04/2011,7,20,27,35,37,10,0,206684,18726,329,290,15,15,9,0,4,31,671,1556,28027,18780,84625,3542971,28063612,11,33000000,0,13782419,Mapula,P4,Suikerbossie,PB1,0,0,0,0,0,0,0,0,0
151,08/04/2011,1,14,37,39,40,3,0,302182,18722,491,467,23,21,11,0,3,34,493,1062,20195,14588,76854,3897338,25454393,10,28000000,0,15112926,Mapula,P2,Suikerbossie,PB1,0,0,0,0,0,0,0,0,0
150,05/04/2011,16,23,25,33,34,9,0,874991,21186,427,382,21,18,10,0,1,29,547,1253,21114,16738,82122,3767498,22593290,9,25000000,0,14586834,Mapula,P1,Suikerbossie,PB2,0,0,0,0,0,0,0,0,0
149,01/04/2011,1,12,23,36,42,18,0,105492,19047,329,406,17,21,12,0,9,35,769,1279,28469,15563,73504,4081192,19831783,8,22000000,0,15827857,Nalakazi,P3,Suriya,PB2,0,0,0,0,0,0,0,0,0
148,29/03/2011,3,15,17,24,38,13,0,425486,19275,409,353,19,16,9,0,2,31,555,1320,23165,17690,85080,3630347,16835332,7,20000000,0,14186438,Mapula,P4,Suikerbossie,PB2,0,0,0,0,0,0,0,0,0
